Starting month,Cultivation Time,Min-Temp ,Max-Temp ,Rainfall Requirement,Humidity  ,Crops,Irrigation,dis,Soil,area ,production
5,9,21,36,624,68,Cotton,0,Coimbatore,3,2317,1353
5,9,22,31,764,74,Cotton,0,Coimbatore,2,14486,9749
5,9,24,32,346,72,Cotton,0,Coimbatore,3,391,2003
5,9,25,33,497,69,Cotton,0,Coimbatore,2,7,3
5,9,26,30,513,59,Cotton,0,Coimbatore,3,27087,53226
5,9,24,36,628,47,Cotton,0,Coimbatore,2,8711,74653
5,9,23,34,764,51,Cotton,0,Coimbatore,3,481,534
5,9,24,32,324,43,Cotton,0,Coimbatore,2,1414,31097
5,9,125,33,467,47,Cotton,0,Coimbatore,3,62,18
5,9,24,34,529,51,Cotton,0,Coimbatore,2,13865,9431
5,9,23,35,619,67,Cotton,0,Coimbatore,3,230,22418
5,9,24,32,765,73,Cotton,0,Coimbatore,2,1450,23722
5,9,24,34,876,48,Cotton,0,Coimbatore,3,2055,3163
5,9,23,31,570,39,Cotton,0,Coimbatore,2,28114,59377
5,9,22,33,650,53,Cotton,0,Coimbatore,3,2181,20517
5,9,26,31,529,48,Cotton,0,Coimbatore,2,935,856
5,9,23,32,614,39,Cotton,0,Coimbatore,3,2401,3866
5,9,24,34,529,34,Cotton,0,Coimbatore,2,281,26505
5,9,22,35,467,57,Cotton,0,Coimbatore,3,8109,6698
5,9,23,33,745,49,Cotton,0,Coimbatore,2,6,11
5,9,23,32,529,47,Cotton,1,Coimbatore,3,2991,88620
5,9,22,31,467,57,Cotton,1,Coimbatore,2,46,567
5,9,19,31,318,67,Cotton,1,Coimbatore,2,48,45
5,9,24,33,515,64,Cotton,1,Coimbatore,3,17,16
5,9,25,34,487,29,Cotton,1,Coimbatore,2,356,7543
5,9,23,31,681,28,Cotton,1,Coimbatore,3,11,207
5,9,21,31,429,34,Cotton,1,Coimbatore,2,31,15
5,9,22,32,348,47,Cotton,1,Coimbatore,3,1971,1234
5,9,20,34,654,51,Cotton,1,Coimbatore,2,62,127
5,9,19,33,498,67,Cotton,1,Coimbatore,3,32,26
5,9,23,30,754,77,Cotton,1,Coimbatore,2,27,54
5,9,22,35,648,69,Cotton,1,Coimbatore,3,85768,68614
5,9,24,36,354,55,Cotton,1,Coimbatore,2,17303,26335
5,9,25,34,514,62,Cotton,1,Coimbatore,3,2510,1416
5,9,23,35,486,38,Cotton,1,Coimbatore,2,6605,3137
5,9,22,34,346,29,Cotton,1,Coimbatore,3,7777,57970
5,9,24,33,765,37,Cotton,1,Coimbatore,2,129,81
5,9,22,32,845,26,Cotton,1,Coimbatore,3,611,14317
5,9,23,36,675,44,Cotton,1,Coimbatore,2,5,6
5,9,24,31,529,37,Cotton,1,Coimbatore,3,822,1462
5,9,23,30,467,74,Cotton,1,Coimbatore,2,12283,28558
5,9,24,34,529,43,Cotton,1,Coimbatore,3,58,41
5,9,24,31,634,56,Cotton,1,Coimbatore,2,11,10
5,9,26,32,721,69,Cotton,1,Coimbatore,3,5911,2879
5,9,24,30,462,55,Cotton,1,Coimbatore,2,1,9
5,9,24,33,385,43,Cotton,1,Coimbatore,3,183,309
5,9,25,34,470,32,Cotton,1,Coimbatore,2,3482,80532
5,9,23,35,515,52,Cotton,1,Coimbatore,2,4,3
5,9,21,36,624,68,Cotton,1,Coimbatore,3,62,39
5,9,22,31,764,74,Cotton,1,Coimbatore,2,8661,483881
5,9,24,32,346,72,Cotton,1,Coimbatore,3,9,3
5,9,25,33,497,69,Cotton,1,Coimbatore,2,11447,5381
5,9,26,30,513,59,Cotton,1,Coimbatore,3,552,3969000
5,9,24,36,628,47,Cotton,1,Coimbatore,2,1971,1234
5,9,23,34,764,51,Cotton,1,Coimbatore,3,7,3
5,9,24,32,324,43,Cotton,1,Coimbatore,2,82,1179
5,9,125,33,467,47,Cotton,1,Coimbatore,3,58,41
5,9,24,34,529,51,Cotton,1,Coimbatore,2,1,9
5,9,23,35,619,67,Cotton,1,Coimbatore,3,62,39
5,9,24,32,765,73,Cotton,1,Coimbatore,2,37562,4845
5,9,24,34,876,48,Cotton,1,Coimbatore,3,1752,1028
5,9,23,31,570,39,Cotton,1,Coimbatore,2,320,7596
5,9,22,33,650,53,Cotton,1,Coimbatore,3,10,123
5,9,26,31,529,48,Cotton,1,Coimbatore,2,19,7
5,9,23,32,614,39,Cotton,1,Coimbatore,3,10320,5903
5,9,24,34,529,34,Cotton,1,Coimbatore,2,162,84
5,9,22,35,467,57,Cotton,1,Coimbatore,3,73734,103779
5,9,23,33,745,49,Cotton,1,Coimbatore,2,982,410
6,5,24,32,938,60,Jowar,0,Coimbatore,3,2799,11848
6,5,22,31,986,58,Jowar,0,Coimbatore,2,309,6886
6,5,21,33,859,77,Jowar,0,Coimbatore,3,550794,148714
6,5,19,34,675,49,Jowar,0,Coimbatore,2,3692,1658
6,5,20,35,770,84,Jowar,0,Coimbatore,1,13189,4234
6,5,24,29,967,67,Jowar,0,Coimbatore,2,416,3618
6,5,24,32,1054,57,Jowar,0,Coimbatore,3,16839,42687
6,5,21,30,1124,77,Jowar,0,Coimbatore,1,11278,70939
6,5,23,31,1200,47,Jowar,0,Coimbatore,2,15,106
6,5,25,33,674,57,Jowar,0,Coimbatore,3,2428,2994
6,5,25,34,958,81,Jowar,0,Coimbatore,1,1969,35214
6,5,26,32,830,67,Jowar,0,Coimbatore,2,25,2
6,5,22,33,786,63,Jowar,0,Coimbatore,3,31,49
6,5,23,34,698,75,Jowar,0,Coimbatore,1,374,29443
6,5,24,29,1245,54,Jowar,0,Coimbatore,2,1572,16416
6,5,22,30,1004,49,Jowar,0,Coimbatore,3,15,281
6,5,24,31,1137,68,Jowar,0,Coimbatore,1,1136,1713
6,5,22,32,988,54,Jowar,0,Coimbatore,2,22658,68155
6,5,25,30,875,77,Jowar,0,Coimbatore,3,2151,19520
6,5,24,29,768,48,Jowar,0,Coimbatore,1,691,606
6,5,22,29,679,67,Jowar,0,Coimbatore,2,44,50
6,5,26,34,901,61,Jowar,0,Coimbatore,3,30,2456
6,5,24,32,198,80,Jowar,0,Coimbatore,1,5066,1180
6,5,25,33,1167,57,Jowar,0,Coimbatore,2,15,43
6,5,26,35,1204,49,Jowar,0,Coimbatore,3,3976,113236
6,5,23,34,550,60,Jowar,0,Coimbatore,1,19,223
6,5,22,33,746,73,Jowar,0,Coimbatore,2,188,249
6,5,24,29,638,81,Jowar,0,Coimbatore,3,47,28
6,5,22,29,880,62,Jowar,0,Coimbatore,1,468,11108
6,5,23,30,930,51,Jowar,0,Coimbatore,2,2,25
6,5,24,31,1045,48,Jowar,0,Coimbatore,3,229,131
6,5,25,29,1138,75,Jowar,0,Coimbatore,1,8223,4251
6,5,26,33,1247,63,Jowar,0,Coimbatore,2,884,1244
6,5,25,35,801,52,Jowar,0,Coimbatore,3,234,263
6,5,24,32,938,60,Jowar,0,Coimbatore,1,124,387
6,5,24,32,945,74,Jowar,0,Coimbatore,2,68092,38676
6,5,24,32,938,60,Jowar,1,Coimbatore,3,14957,24679
6,5,22,31,986,58,Jowar,1,Coimbatore,1,8079,3700
6,5,21,33,859,77,Jowar,1,Coimbatore,2,5263,1368
6,5,19,34,675,49,Jowar,1,Coimbatore,3,4474,31618
6,5,20,35,770,84,Jowar,1,Coimbatore,1,586,481
6,5,24,29,967,67,Jowar,1,Coimbatore,2,297,6767
6,5,24,32,1054,57,Jowar,1,Coimbatore,3,2,2
6,5,21,30,1124,77,Jowar,1,Coimbatore,1,77,1442
6,5,23,31,1200,47,Jowar,1,Coimbatore,2,734,1122
6,5,25,33,674,57,Jowar,1,Coimbatore,3,6553,14377
6,5,25,34,958,81,Jowar,1,Coimbatore,1,310,87
6,5,26,32,830,67,Jowar,1,Coimbatore,2,47,41
6,5,22,33,786,63,Jowar,1,Coimbatore,3,3386,1642
6,5,23,34,698,75,Jowar,1,Coimbatore,1,4,44
6,5,24,29,1245,54,Jowar,1,Coimbatore,2,341,635
6,5,22,30,1004,49,Jowar,1,Coimbatore,3,4191,87055
6,5,24,31,1137,68,Jowar,1,Coimbatore,1,42,61
6,5,22,32,988,54,Jowar,1,Coimbatore,2,687,5756000
6,5,25,30,875,77,Jowar,1,Coimbatore,3,29211,82532
6,5,24,29,768,48,Jowar,1,Coimbatore,1,6100,900
6,5,22,29,679,67,Jowar,1,Coimbatore,2,1700,1900
6,5,26,34,901,61,Jowar,1,Coimbatore,3,600,800
6,5,24,32,198,80,Jowar,1,Coimbatore,1,234900,144200
6,5,25,33,1167,57,Jowar,1,Coimbatore,2,3100,2000
6,5,26,35,1204,49,Jowar,1,Coimbatore,3,2400,1500
6,5,23,34,550,60,Jowar,1,Coimbatore,1,100,300
6,5,22,33,746,73,Jowar,1,Coimbatore,2,200,100
6,5,24,29,638,81,Jowar,1,Coimbatore,3,2200,300
6,5,22,29,880,62,Jowar,1,Coimbatore,1,10800,9900
6,5,23,30,930,51,Jowar,1,Coimbatore,2,42300,84400
6,5,24,31,1045,48,Jowar,1,Coimbatore,3,1300,200
6,5,25,29,1138,75,Jowar,1,Coimbatore,1,400,100
6,5,26,33,1247,63,Jowar,1,Coimbatore,2,29600,2775100
6,5,25,35,801,52,Jowar,1,Coimbatore,3,1300,600
6,5,24,32,938,60,Jowar,1,Coimbatore,1,3000,2100
6,5,24,32,945,74,Jowar,1,Coimbatore,2,28300,69800
6,4,26,33,115,62,Soyabean,1,Theni,2,1200,400
6,4,25,34,95,57,Soyabean,1,Theni,2,1600,2300
6,4,24,35,84,48,Soyabean,1,Theni,2,57400,137400
6,4,25,32,104,59,Soyabean,1,Theni,2,900,400
6,4,26,33,124,62,Soyabean,1,Theni,2,6100,1000
6,4,27,31,131,77,Soyabean,1,Theni,2,1700,3400
6,4,26,33,79,80,Soyabean,1,Theni,2,200,100
6,4,28,35,84,49,Soyabean,1,Theni,2,600,900
6,4,27,34,93,57,Soyabean,1,Theni,2,235500,211000
6,4,25,33,107,61,Soyabean,1,Theni,2,3000,1700
6,4,26,35,113,70,Soyabean,1,Theni,2,2500,1400
6,4,24,30,127,81,Soyabean,1,Theni,2,100,100
6,4,26,31,131,64,Soyabean,1,Theni,2,100,300
6,4,24,32,65,78,Soyabean,1,Theni,2,300,200
6,4,25,33,77,56,Soyabean,1,Theni,2,2300,400
6,4,26,34,88,49,Soyabean,1,Theni,2,10800,11000
6,4,26,34,91,79,Soyabean,1,Theni,2,42000,105400
6,4,27,35,105,80,Soyabean,1,Theni,2,1500,300
6,4,28,36,111,66,Soyabean,1,Theni,2,400,100
6,4,27,33,124,55,Soyabean,1,Theni,2,1000,700
6,4,26,32,137,45,Soyabean,1,Theni,2,200,200
6,4,25,33,141,74,Soyabean,1,Theni,2,3200,4100
6,4,26,34,154,68,Soyabean,1,Theni,2,31100,83800
6,4,27,35,73,77,Soyabean,1,Theni,2,1100,800
6,4,28,32,82,66,Soyabean,1,Theni,2,100,300
6,4,25,34,94,55,Soyabean,1,Theni,2,1600,2700
6,4,26,37,108,49,Soyabean,1,Theni,2,62400,159200
6,4,26,33,113,51,Soyabean,1,Theni,2,300,100
6,4,27,29,125,61,Soyabean,1,Theni,2,800,300
6,4,22,28,138,67,Soyabean,1,Theni,2,34500,3377000
6,4,26,31,147,73,Soyabean,1,Theni,2,2531,2817
6,4,27,33,84,68,Soyabean,1,Theni,2,185,35
6,4,24,32,94,81,Soyabean,1,Theni,2,2,2
6,4,25,31,114,66,Soyabean,1,Theni,2,188615,79784
6,4,27,33,119,71,Soyabean,1,Theni,2,3350,1853
6,4,24,29,124,64,Soyabean,1,Theni,2,1360,797
6,4,26,32,109,57,Soyabean,1,Theni,2,181,514
6,4,25,34,137,49,Soyabean,1,Theni,2,5096,637
6,4,26,31,114,62,Soyabean,1,Theni,2,159,113
6,4,22,30,94,68,Soyabean,1,Theni,2,8199,5666
6,4,26,36,115,73,Soyabean,1,Theni,2,37542,75477
6,4,22,31,87,55,Soyabean,1,Theni,2,484,117
6,4,25,32,134,62,Soyabean,1,Theni,2,1207,700
6,4,28,37,127,69,Soyabean,1,Theni,2,120,73
6,4,25,34,117,72,Soyabean,1,Theni,2,68,76
6,4,26,33,134,77,Soyabean,1,Theni,2,1,1
6,4,21,29,87,57,Soyabean,1,Theni,2,26755,63383
6,4,24,33,115,62,Soyabean,1,Theni,2,2034,620
6,4,23,32,984,66,Soyabean,0,Madurai,2,39,40
6,4,25,37,864,65,Soyabean,0,Madurai,2,28,2
6,4,24,34,1200,65,Soyabean,0,Madurai,2,67,324
6,4,25,33,1400,66,Soyabean,0,Madurai,2,85,23
6,4,24,29,698,68,Soyabean,0,Madurai,2,1354,1887
6,4,24,28,1100,67,Soyabean,0,Madurai,2,37489,76800
6,4,26,31,1056,67,Soyabean,0,Madurai,2,587,135
6,4,25,33,964,78,Soyabean,0,Madurai,2,70,46
6,4,26,32,1045,85,Soyabean,0,Madurai,2,3370,4968
6,4,25,31,1400,65,Soyabean,0,Madurai,2,548,8149
6,4,26,33,698,54,Soyabean,0,Madurai,2,44929,4097998
6,4,24,29,1100,77,Soyabean,0,Madurai,2,17,17
6,4,24,32,866,64,Soyabean,0,Madurai,2,6032,2172
6,4,25,34,945,78,Soyabean,0,Madurai,2,3771,4936
6,4,23,31,1200,56,Soyabean,0,Madurai,2,546,166
6,4,22,30,1055,64,Soyabean,0,Madurai,2,19,25
6,4,25,36,999,79,Soyabean,0,Madurai,2,522,770
6,4,22,31,1006,80,Soyabean,0,Madurai,2,6,5
6,4,24,32,999,66,Soyabean,0,Madurai,2,192106,218617
6,4,22,33,875,54,Soyabean,0,Madurai,2,3774,2004
6,4,26,37,955,49,Soyabean,0,Madurai,2,3556,2703
6,4,25,34,1054,74,Soyabean,0,Madurai,2,13,9
6,4,26,29,1099,81,Soyabean,0,Madurai,2,357,930
6,4,24,31,865,67,Soyabean,0,Madurai,2,6,53
6,4,25,30,999,52,Soyabean,0,Madurai,2,138,61
6,4,27,34,864,48,Soyabean,0,Madurai,2,286,3991
6,4,26,35,1200,71,Soyabean,0,Madurai,2,2988,650
6,4,25,36,1400,80,Soyabean,0,Madurai,2,1653,464
6,4,24,33,698,63,Soyabean,0,Madurai,2,11350,12133
6,4,23,31,774,58,Soyabean,0,Madurai,2,33776,89236
6,4,24,30,1056,47,Soyabean,0,Madurai,2,2348,587
6,4,23,29,857,61,Soyabean,0,Madurai,2,432,100
6,4,22,28,1045,77,Soyabean,0,Madurai,2,2361,596
6,4,24,31,1207,80,Soyabean,0,Madurai,2,535,449
6,4,26,32,698,54,Soyabean,0,Madurai,2,120,7
6,4,24,32,786,77,Soyabean,0,Madurai,2,393,514
6,4,25,34,866,64,Soyabean,0,Madurai,2,2676,3056
6,4,27,33,945,49,Soyabean,0,Madurai,2,22396,60156
6,4,25,30,1075,81,Soyabean,0,Madurai,2,1509,318
6,4,23,32,1137,66,Soyabean,0,Madurai,2,54,65
6,4,27,35,1245,74,Soyabean,0,Madurai,2,30,6
6,4,26,34,957,80,Soyabean,0,Madurai,2,56,302
6,4,24,32,888,66,Soyabean,0,Madurai,2,42,14
6,4,25,31,774,75,Soyabean,0,Madurai,2,230,5494
6,4,23,30,1065,71,Soyabean,0,Madurai,2,13,2
6,4,24,29,1179,66,Soyabean,0,Madurai,2,13,2
6,4,22,28,1245,57,Soyabean,0,Madurai,2,1667,2405
6,4,25,32,999,66,Soyabean,0,Madurai,2,2,1
6,4,23,32,984,66,Soyabean,1,Madurai,2,41442,97181
6,4,25,37,864,65,Soyabean,1,Madurai,2,735,154
6,4,24,34,1200,65,Soyabean,1,Madurai,2,168,135
6,4,25,33,1400,66,Soyabean,1,Madurai,2,5,3
6,4,24,29,698,68,Soyabean,1,Madurai,2,953,19033
6,4,24,28,1100,67,Soyabean,1,Madurai,2,126,27
6,4,26,31,1056,67,Soyabean,1,Madurai,2,4011,17215660
6,4,25,33,964,78,Soyabean,1,Madurai,2,60,19
6,4,26,32,1045,85,Soyabean,1,Madurai,2,957,8177
6,4,25,31,1400,65,Soyabean,1,Madurai,2,40539,3697441
6,4,26,33,698,54,Soyabean,1,Madurai,2,163,2203
6,4,24,29,1100,77,Soyabean,1,Madurai,2,1,8
6,4,24,32,866,64,Soyabean,1,Madurai,2,14,13
6,4,25,34,945,78,Soyabean,1,Madurai,2,89,620
6,4,23,31,1200,56,Soyabean,1,Madurai,2,5403,924
6,4,22,30,1055,64,Soyabean,1,Madurai,2,2934,3556
6,4,25,36,999,79,Soyabean,1,Madurai,2,313,88
6,4,22,31,1006,80,Soyabean,1,Madurai,2,2,2
6,4,24,32,999,66,Soyabean,1,Madurai,2,443,641
6,4,22,33,875,54,Soyabean,1,Madurai,2,5,6
6,4,26,37,955,49,Soyabean,1,Madurai,2,171365,125096
6,4,25,34,1054,74,Soyabean,1,Madurai,2,2373,1241
6,4,26,29,1099,81,Soyabean,1,Madurai,2,2400,2174
6,4,24,31,865,67,Soyabean,1,Madurai,2,13,10
6,4,25,30,999,52,Soyabean,1,Madurai,2,294,786
6,4,27,34,864,48,Soyabean,1,Madurai,2,5,43
6,4,26,35,1200,71,Soyabean,1,Madurai,2,225,109
6,4,25,36,1400,80,Soyabean,1,Madurai,2,248,3441
6,4,24,33,698,63,Soyabean,1,Madurai,2,2351,654
6,4,23,31,774,58,Soyabean,1,Madurai,2,11835,8758
6,4,24,30,1056,47,Soyabean,1,Madurai,2,24377,55311
6,4,23,29,857,61,Soyabean,1,Madurai,2,1976,522
6,4,22,28,1045,77,Soyabean,1,Madurai,2,162,27
6,4,24,31,1207,80,Soyabean,1,Madurai,2,1989,532
6,4,26,32,698,54,Soyabean,1,Madurai,2,1358,1177
6,4,24,32,786,77,Soyabean,1,Madurai,2,141,51
6,4,25,34,866,64,Soyabean,1,Madurai,2,258,313
6,4,27,33,945,49,Soyabean,1,Madurai,2,2958,4609
6,4,25,30,1075,81,Soyabean,1,Madurai,2,21443,59311
6,4,23,32,1137,66,Soyabean,1,Madurai,2,1569,849
6,4,27,35,1245,74,Soyabean,1,Madurai,2,46,67
6,4,26,34,957,80,Soyabean,1,Madurai,2,21,5
6,4,24,32,888,66,Soyabean,1,Madurai,2,81,524
6,4,25,31,774,75,Soyabean,1,Madurai,2,82,25
6,4,23,30,1065,71,Soyabean,1,Madurai,2,304,6772
6,4,24,29,1179,66,Soyabean,1,Madurai,2,1776,2366
6,4,22,28,1245,57,Soyabean,1,Madurai,2,62049,170573
6,4,25,32,999,66,Soyabean,1,Madurai,2,442,214
